Gene ORF Names	Gene Common Names	Gene Function	Is Regulator?	YeastL51_[air+Hap1-]_rep1	YeastL51_[air+Hap1-]_rep2	YeastL51_[air+Hap1-]_rep3	YeastL51_[anaerobic_Hap1+]_1.5hrs_rep1	YeastL51_[anaerobic_Hap1+]_1.5hrs_rep2	YeastL51_[anaerobic_Hap1+]_1.5hrs_rep3	YeastL51_[air+Hap1+Co+]_rep1	YeastL51_[air+Hap1+Co+]_rep2	YeastL51_[air+Hap1+Co+]_rep3	YeastL51_[anaerobic_Hap1+]_6hrs_rep1	YeastL51_[anaerobic_Hap1+]_6hrs_rep2	YeastL51_[anaerobic_Hap1+]_6hrs_rep3	YeastL51_[anaerobic_Hap1-]_6hrs_rep1	YeastL51_[anaerobic_Hap1-]_6hrs_rep2	YeastL51_[anaerobic_Hap1-]_6hrs_rep3	YeastMHY100_[Heme-]_rep1	YeastMHY100_[Heme-]_rep2	YeastMHY100_[Heme-]_rep3
YBL093C	ROX3|MED19|NUT3|SSN7	RNA polymerase II transcription mediator activity	FALSE	0.580308963	0.825248223	0.53089609	1.021307907	1.071109463	0.670457953	-0.353890945	0.297556034	0.013000334	1.207638546	1.507549402	-0.309279273	1.578381993	1.348275224	0.869358512	0.456461364	0.127118397	0.091434316
YBL094C	YBL094C	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327228034	0.878063384	0.749504233
YBL095W	YBL095W	molecular function unknown	FALSE	-0.008743515	-1.009484768	-0.168640161	-0.360185284	-1.155325749	0.121948638	0.003550372	-1.569026209	-1.166251747	-0.400656495	-1.235534879	-0.002877177	0.327105089	-0.951873458	-0.55655707	-0.841984709	-0.421628969	-0.094714719
YBL096C	YBL096C	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218658737	0.794515083	0.534529074
YBL097W	BRN1	molecular function unknown	FALSE	-0.066697362	0.026970174	0.141252246	0.296124189	-8.80943E-05	0.263528089	-0.104171233	-0.050895693	-0.104265003	-0.111265585	-0.1409196	-0.276532636	-0.0486433	-0.260680426	0.112934524	-0.071898849	0.667071354	0.552774597
YBL098W	BNA4	kynurenine 3-monooxygenase activity	FALSE	0.166005308	1.805398431	-0.231796816	-0.33616832	1.670948816	0.737810018	0.628884181	3.414187507	-0.471715742	0.857005325	2.066042844	-0.184638222	0.762085781	1.977402418	0.029782599	-0.685722174	-0.039940483	-0.134934802
YBL099W	ATP1	"hydrogen-transporting ATP synthase activity, rotational mechanism"	FALSE	-0.151252242	-0.081947136	-0.06370436	-0.511790811	-0.414260215	0.108747251	0.032168105	-0.133800073	-0.059664387	-0.281402	-0.421579618	0.014270799	-0.452384826	-0.24801	-0.301428541	-0.584149906	-0.231880805	-0.030086154
YBL100C	YBL100C	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.319427034	0.42496225	0.722268554
YBL101C	ECM21	molecular function unknown	FALSE	-0.102353966	0.3503133	-0.007893355	0.134211787	0.367003095	0.346733044	0.355901008	-0.059255211	-0.137794563	0.673952938	0.344148889	0.613841135	0.532076631	0.17874387	0.193946809	-0.280144559	0.805757857	0.151483657
YBL101W-A	YBL101W-A	unknown	FALSE	-0.255945087	0.261418989	0.467440401	1.870700681	1.331927802	0.300406601	1.258895691	0.304046178	0.274028912	0.783402787	0.57214402	-0.830017982	1.104334078	0.764992239	-1.251845594	0	0	0
YBL101W-B	YBL101W-B	unknown	FALSE	-0.29629967	0.050176364	0.213342612	0.361478731	0.770314172	-0.323120153	0.08445472	-0.026029981	-0.001367193	-0.215855091	0.329202712	0.165351792	0.258621508	0.072046512	-0.342974352	0	0	0
YBL101W-C	YBL101W-C	unknown	FALSE	-0.264978776	0.086755135	0.122940031	-0.014578021	0.218086804	0.061400722	-0.161392212	0.194065236	-0.153583688	-0.130557541	-0.015973293	-0.213995318	-0.17486116	0.174468555	-0.296542006	0	0	0
YBL102W	SFT2	molecular function unknown	FALSE	0.231578688	1.345951942	0.073202198	-0.456636212	0.015504117	0.551496115	0.078133812	0.990571757	-0.262746448	0.022662581	1.075418268	-0.840339488	0.097067867	0.721868687	-0.845862937	-0.213915409	0.190745188	-0.005248953
YBL103C	RTG3	specific RNA polymerase II transcription factor activity	TRUE	-0.209576549	0.304507852	-0.063947064	0.037898615	0.237273124	-0.012074482	-0.366595601	0.675812109	-0.271610619	-0.573601323	-0.142950401	-0.739182307	-0.67382573	-0.423227648	-1.483016392	-0.549122439	-1.152843259	-0.478508961
YBL104C	YBL104C	molecular function unknown	FALSE	-0.034602455	0.506211445	-0.155437765	0.547266596	0.997213598	0.21534491	0.370042875	0.779691304	-0.150524079	-0.517932599	0.311269678	-0.159052875	0.028586872	0.427098551	-0.711014178	-0.52600999	0.022980052	-0.208153396
YBL105C	PKC1|CLY15|HPO2|STT1	protein kinase C activity	TRUE	-0.224594254	-0.188202941	0.020449688	0.825786374	0.699015041	0.293033753	0.812975433	0.292184032	0.090228173	-0.138795509	-0.113433005	0.155833118	0.440047226	0.019172234	-0.060789527	-0.50939531	0.398027403	-0.173587767
YBL106C	SRO77|SNI2	molecular function unknown	FALSE	0.071374617	1.338382645	0.411788944	1.182184052	2.175990898	0.368484228	0.567316488	1.403295635	0.193207751	1.867457147	2.922298014	0.380745471	2.010735687	2.561999671	0.506451496	1.487720909	1.602976083	0.236336668
YBL107C	YBL107C	molecular function unknown	FALSE	-0.043560689	-0.451487886	-0.173454987	-0.414532963	-0.420715928	0.101879494	-0.75369528	1.414783737	-0.419776763	-0.366872853	-0.296463884	-1.130414878	-1.578926028	-0.465293335	-1.506477172	-0.53446111	-1.525257597	-1.385684746
YBL108C-A	YBL108C-A	molecular function unknown	FALSE	-0.253973216	-0.25185305	-0.143801902	0.610399652	0.363269727	0.385936933	0.631936506	-0.029090996	0.421478297	3.08759734	2.260403352	0.465833038	1.987417996	1.703986827	2.159942855	0	0	0
YBL108W	YBL108W	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.085927673	0.598796934	-0.178967869
YBL109W	YBL109W	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.03075974	0.686748897	0.491808349
YBL111C	YBL111C	molecular function unknown	FALSE	-0.386320062	0.129391439	0.415565137	0.528121663	0.838646981	0.511877063	0.216433046	-0.499419887	-0.011736849	0.035603118	0.178618761	-0.188971871	0.101422577	-0.077122643	-1.084809181	0	0	0
YBL112C	YBL112C	molecular function unknown	FALSE	-0.421869611	0.337769021	0.181909766	0.429668867	0.803434947	0.467848994	-0.268199915	-0.713346621	-0.345185414	-0.049006519	-0.00055514	0.074009184	0.174827429	-0.273018066	-1.640946965	0.20991396	0.781925524	-0.074197833
YBL113C	YBL113C	helicase activity	FALSE	-0.198916418	0.103032552	0.330845461	0.188770636	0.407544908	0.217974363	-0.141192094	-0.872500579	-0.461104486	-0.108440419	-0.316241631	0.129490988	0.143921809	-0.394202177	-0.543924261	0	0	0
YBR001C	NTH2	"alpha,alpha-trehalase activity"	FALSE	-0.278290005	0.332636332	-0.027421053	-0.171366068	0.617319964	0.648344305	0.41535709	0.894012915	-0.394117998	0.440356385	0.208370369	0.40747837	0.329461195	0.49960393	0.051924863	-0.752818468	-0.154623787	-0.343704404
YBR002C	RER2	prenyltransferase activity*	FALSE	0.40954839	1.117618873	0.285873671	0.854710885	0.865174775	0.108357735	-0.196782285	0.742384437	-0.222891944	-0.216156103	1.017913418	-1.236406481	0.047104199	0.516620731	-1.308195933	-0.283941569	-0.140029982	-0.514608603
YBR003W	COQ1	trans-hexaprenyltranstransferase activity	FALSE	-0.014845353	1.32316368	-0.040165034	-0.341129912	0.336043035	0.321841441	-0.371562787	0.885715377	-0.476551433	-0.424659891	0.637007053	-0.437485785	-0.249368624	0.502417273	-0.649508595	0.066608799	-0.063477827	0.230479704
YBR004C	FMP44	mannosyltransferase activity	FALSE	-0.003812454	0.59731431	-0.150250075	-0.471462307	-0.554153752	-0.090392451	0.316512687	1.307594167	-0.195507747	0.807088342	0.770924307	-0.519732869	-0.232559832	0.52500099	-0.283326225	0.022251921	-0.593301187	-0.355173041
YBR005W	RCR1	molecular function unknown	FALSE	-0.066910213	0.565687742	-0.338600192	-0.729656047	-0.559245165	0.358182236	0.066716468	0.78508981	-0.186800289	0.655414854	1.67856013	-0.44326798	0.427199449	1.016609141	-0.001035883	0.61675267	0.499871885	0.085029004
YBR006W	UGA2|UGA5	succinate-semialdehyde dehydrogenase [NAD(P)+] activity	FALSE	-0.048604409	2.121459247	0.172854496	-1.428515566	-0.439389985	0.32856374	-0.40239483	1.875546305	-0.620553413	1.152688183	1.893836847	-0.225456798	0.549708866	1.760320777	-0.167006646	0.240420234	0.078995335	-0.025064479
YBR007C	DSF2	molecular function unknown	FALSE	-0.099562356	0.180354822	0.039839411	0.231596644	0.464742447	0.261339196	0.1663475	0.482186661	-0.024735718	-0.081492333	0.023433259	0.448627462	-0.179978922	0.115194283	-0.277040075	-0.231477942	-0.072953505	-0.057765059
YBR008C	FLR1	multidrug transporter activity	FALSE	-0.010400716	0.168763282	-0.094909605	-0.519218115	-0.236410763	-0.065729971	-0.118958099	-0.48723931	-0.298169409	-0.06029953	0.288476458	-0.445351247	0.162957636	0.045884906	-0.499003794	0.364889774	0.355446816	0.192369107
YBR009C	HHF1	DNA binding	FALSE	-0.032238236	-0.422217017	0.124032007	-0.051901826	-0.664542247	-0.11909561	-0.287202005	0.827769073	-0.019131046	-0.601990373	-0.619837266	-0.784443771	-1.50752815	-1.025764562	-1.579353003	0	0	0
YBR010W	HHT1|BUR5|SIN2	DNA binding	FALSE	0.072841273	3.601320092	-0.079824314	-0.202520458	1.794170169	-0.079126767	-0.614081789	3.576515267	-0.073056327	-0.616192267	2.045733092	-0.867647204	-0.981445504	1.58654254	-0.962153771	-0.304504711	-0.229925382	-0.00545268
YBR011C	IPP1|PPA1	inorganic diphosphatase activity	FALSE	0.250492739	-0.298430476	0.083178887	0.268186405	0.043052505	0.001892203	0.163974525	-0.171355774	-0.019142407	0.093144799	-0.211531399	0.156565227	0.16896877	-0.180416809	0.039576317	0.362614561	0.568304793	0.260809498
YBR012C	YBR012C	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114577866	0.329117259	0.447055213
YBR013C	YBR013C	molecular function unknown	FALSE	0.215028116	0.544697405	-0.160177149	-0.934812572	-0.414731835	0.496664145	-0.060707066	2.999594877	-0.621302904	0.761669468	1.121719306	-1.622978908	-0.09153216	1.108221536	-0.412894479	0.181863483	0.747848951	0.380934503
YBR014C	YBR014C	molecular function unknown	FALSE	-0.152921592	-0.207332997	-0.024824653	-0.680859934	-0.588956905	0.604937299	-0.483566313	1.828198625	-0.564769633	0.249677874	-0.078697926	-0.814458063	-1.417280276	-0.142363909	-0.177332763	0.225684145	-0.569530564	-0.383443763
YBR015C	MNN2|CRV4|LDB8|TTP1	"alpha-1,2-mannosyltransferase activity"	FALSE	-0.04389562	0.16479767	-0.056248586	0.147259632	0.355641616	-0.04375513	0.229505875	0.221591076	-0.112829327	-0.955639755	-0.220808905	-0.217576536	-0.28165642	-0.184940753	-1.053458349	0.549851545	-0.124244714	-0.039253495
YBR016W	YBR016W	molecular function unknown	FALSE	-0.257782283	-0.233447749	-0.026545839	0.186967721	0.431534465	0.608406049	-0.16461845	-0.502507501	-0.252408832	-0.543538133	-0.203648565	0.188481287	0.381418054	-0.070592708	0.229901242	0.327663167	0.053577064	-0.06899387
YBR017C	KAP104	nuclear localization sequence binding	FALSE	-0.078465538	1.787261093	0.002792936	0.324671222	2.137436321	0.234059442	0.549030537	2.338066322	-0.08862143	-0.178958397	1.337859741	-0.487451582	-0.155739013	1.1247421	-1.003263045	0.698549099	-0.127116576	0.007906934
YBR018C	GAL7	UTP-hexose-1-phosphate uridylyltransferase activity	FALSE	0.112491169	0.245032534	0.05703219	-0.489764903	-0.511649009	0.173077207	-0.653880815	-0.329851025	-0.329705963	-0.045671723	-0.343550496	-0.163005789	-0.266910351	0.027072875	0.314800456	0.455765244	0.650700631	1.04942169
YBR019C	GAL10	UDP-glucose 4-epimerase activity	FALSE	0.012863187	0.147992125	0.144153449	-0.70147069	-0.563185222	0.194052856	-0.571778174	-0.182914098	-0.17868773	-0.357491138	-0.58906536	-0.743322298	-0.063723539	-0.602322174	-0.167134125	0.15367836	0.447622981	0.239492448
YBR020W	GAL1	galactokinase activity	FALSE	0.19275796	-0.563625623	0.235102689	-0.294907787	-0.856127149	0.272783257	0.63390892	-1.903837998	-0.208462874	0.592340711	-0.012606603	0.629583164	1.044626242	-0.257578409	0.736264872	0.781164602	1.03568995	0.239750126
YBR021W	FUR4	uracil permease activity	FALSE	0.085116051	1.036796012	-0.023378937	-0.431346204	0.279166883	-0.336308696	0.420319809	1.065824901	-0.288198357	-0.17752056	0.509359695	-0.792830501	-0.363892978	0.229341103	-1.40928673	0.076462663	0.065634021	-0.154464493
YBR022W	POA1	phosphoric monoester hydrolase activity	FALSE	0.357510677	1.275136375	-0.053280188	-0.907789756	-0.953132222	0.172893732	-0.220935611	2.075180949	-0.598440798	1.026608292	1.259798808	-1.518130918	0.01296129	1.332544517	-0.64935598	-0.387519782	-0.982000415	-0.56308519
YBR023C	CHS3|CAL1|CSD2|DIT101|KTI2	chitin synthase activity	FALSE	-0.19588185	0.125176996	0.050339087	-0.14974223	0.086514036	0.035186311	0.263690548	-0.169129692	-0.002263806	0.103490945	0.101282141	-0.008780756	0.152431705	0.100926691	-0.866407832	-0.45464879	-0.251005577	-0.300531704
YBR024W	SCO2	thioredoxin peroxidase activity	FALSE	0.340887078	1.302444935	0.471647226	-0.555529227	0.405199656	0.333668432	-0.963506215	1.818701337	-0.14935403	0.463536658	0.984969671	0.36524985	-0.397536045	1.007169325	0.584119694	-0.32075439	-0.039268552	0.303313418
YBR025C	YBR025C	molecular function unknown	FALSE	0.01611864	0.613730087	-0.111782159	0.172622212	0.537271113	-0.035628673	0.028113194	1.137644203	0.003587682	-0.231682861	0.198929462	-0.160361598	-0.143155974	0.134150651	-0.905418469	-0.293971161	-0.55530035	0.017762458
YBR026C	ETR1|MRF1|MRF1'	enoyl-[acyl-carrier protein] reductase activity	TRUE	0.048944961	-0.359041771	0.410739608	-0.326383015	-0.986284835	0.596224352	-0.197044173	0.240883582	-0.791786302	0.35235053	-0.238068783	0.654131842	0.439374612	0.14741699	0.404838451	-1.21778539	-0.091117665	-0.856295615
YBR027C	YBR027C	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.435898707	-0.016563058	0.031861912
YBR028C	YBR028C	protein kinase activity	FALSE	0.089025111	0.427615583	0.01876343	0.170772147	0.615243435	-0.415498798	-0.338396455	0.985410758	-0.24010873	-1.501634592	-0.820083501	-1.274677003	-1.141414497	-0.657440362	-2.31680814	-0.290227478	-0.064007862	-0.312337024
YBR029C	CDS1|CDG1	phosphatidate cytidylyltransferase activity	FALSE	-0.122912638	0.311428164	-0.07964396	-0.374365327	-0.118635864	-0.204946676	0.087971889	0.083269817	-0.284866774	-0.184601656	0.05605198	-0.420019263	-0.268787271	-0.26758093	-1.184138771	-0.542122375	-0.639847393	-0.675232442
YBR030W	YBR030W	molecular function unknown	FALSE	-0.002482912	-0.118184126	0.062190358	0.697494939	1.066970683	-0.308927506	-0.064170567	-0.374625645	0.075406989	-0.694717468	-0.673758637	-0.091535267	-0.237352308	-0.246579903	0.023145802	-0.001925167	0.259409251	0.045397973
YBR031W	RPL4A	structural constituent of ribosome	FALSE	-0.038157733	-0.028242051	0.047779105	-0.02638715	0.019035596	-0.016730842	-0.00457082	-0.130246765	0.0267512	-0.021815083	-0.016541132	0.091340594	0.034873798	-0.03412611	0.066813287	0.125740205	0.350696637	-0.075974609
YBR032W	YBR032W	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.454873573	0.748532286	-0.29136422
YBR033W	EDS1	molecular function unknown	TRUE	-0.279699671	-0.122029233	0.225105093	-0.442276945	0.335091614	-0.429802989	-1.178911219	-0.925908326	-0.418818981	-0.502822248	-0.827333509	0.04375598	-0.948491933	-0.252747289	-0.237359116	-0.277740028	-0.354680962	-0.226056775
YBR034C	HMT1|HCP1|ODP1|RMT1	protein-arginine N-methyltransferase activity	FALSE	-0.061446282	-0.008046594	-0.088415658	0.469512272	1.100605283	-0.525000238	0.031047121	0.776410588	0.042853897	-0.439960769	0.143973195	-0.556300061	-0.279755184	-0.06948422	-1.051482613	-0.329619097	-0.101459219	-0.331009861
YBR035C	PDX3	pyridoxamine-phosphate oxidase activity	FALSE	0.368362829	3.042580527	0.207760826	-0.286019368	2.224829839	0.442577666	-0.168975828	3.576069894	-0.420401746	0.414204528	3.02088254	0.212858869	0.647424651	3.002141131	-0.03855311	0.042506658	0.012384812	-0.175883706
YBR036C	CSG2|CLS2	enzyme regulator activity	FALSE	-0.033121907	0.452329116	-0.004773834	-0.866169627	-0.471427828	0.019595994	0.129582337	0.671700285	-0.234058573	0.224569342	0.597726513	-0.230185451	0.041260476	0.49454864	-0.025535654	-0.128050429	0.208264321	-0.229230458
YBR037C	SCO1|PET161	thioredoxin peroxidase activity*	FALSE	0.251788089	0.11694187	-0.178044235	-0.39540226	-0.437675433	0.443369935	0.108038587	-0.09335082	-0.059401555	0.528912424	0.04645505	0.20830919	0.397417512	-0.036263864	0.158920783	0.116473182	0.392055909	0.466062492
YBR038W	CHS2	chitin synthase activity	FALSE	0.095566146	-0.044011458	-0.308144577	-0.407299974	-0.234972729	0.134904181	0.707007067	-0.327028226	-0.147754128	-0.509091069	-0.392124138	-0.038802471	-0.173168949	-0.613288163	-1.007875113	0.389817103	-0.081810391	-0.173977244
YBR039W	ATP3	"hydrogen-transporting ATP synthase activity, rotational mechanism"	FALSE	-0.290046787	-0.781752834	-0.21819307	-0.777922021	-1.163465336	0.208905343	-0.175516057	-0.44891373	-0.805036725	-1.049684334	-1.316154869	-0.303192493	-1.076227999	-1.224661721	-0.759633233	-1.038676946	-1.227952015	-0.480931189
YBR040W	FIG1	molecular function unknown	FALSE	-0.001227304	0.03140925	0.304414679	-0.269135238	-0.34028397	0.077102729	-0.359151284	-0.376307052	0.046157089	0.391912065	-0.345382202	-0.295221569	0.222945626	-0.215352414	0.24765823	-0.350466183	0.691326019	0.037195942
YBR041W	FAT1	long-chain-fatty-acid-CoA ligase activity*	FALSE	0.103801314	0.364664105	0.421536063	-0.510833913	-0.570104584	0.207418656	0.042548256	-0.711096048	-0.051967454	0.163040006	-0.082744762	0.066761919	0.208637147	-0.09631893	-0.033465232	0.203793772	0.210137496	0.105301605
YBR042C	YBR042C	acyltransferase activity	FALSE	0.183892123	3.043584834	0.170048408	0.349054096	2.721193093	0.250969739	0.140151301	3.836367507	0.079313466	0.764718792	3.258256099	-0.12903054	0.431101169	2.911818274	0.0495376	0.399528293	0.039066804	-0.009639095
YBR043C	QDR3|AQR2	multidrug efflux pump activity	FALSE	0.388507143	0.458130154	0.114560817	-0.06844508	0.472306602	-0.174923813	0.108347634	-0.005338675	-0.323702694	0.388434068	0.320357437	0.339563812	0.595064943	0.380006115	-0.102945519	0.025437338	0.750228186	-0.103732035
YBR044C	TCM62	unfolded protein binding	FALSE	0.018642257	-1.026103839	-0.110039172	0.499571157	-0.590833525	0.091560305	0.188234173	-1.640401564	-0.538882364	-0.38977699	-1.484525361	-0.150845971	0.432994869	-1.487520198	-0.428308987	0.079513633	-0.057141979	-0.095634169
YBR045C	GIP1	protein phosphatase 1 binding	TRUE	-0.028594232	0.57745873	0.078893988	-0.166993625	0.610022792	0.660479556	-0.299480406	1.170715203	-0.427187433	0.274439099	0.023842862	-0.190008496	-0.05262775	-0.448060587	-1.20408323	-0.008592166	-0.213008697	0.062057066
YBR046C	ZTA1	molecular function unknown	FALSE	0.360554363	-1.034878394	0.581029954	-1.163695781	-2.296560324	0.547763417	-0.208950329	-2.087796622	-0.70638014	0.225084714	-1.243331243	1.266011215	0.846002607	-0.635299913	0.814590415	0.678054936	0.574397606	0.219080821
YBR047W	FMP23	molecular function unknown	FALSE	0.265327735	0.091723882	0.481392392	-1.519153831	-0.864717884	0.588161432	-0.996740244	1.163718155	-1.162250039	-1.099193738	-1.09590271	-1.777977143	-1.445280997	-1.127910119	-2.180553774	0.911692727	-0.074660998	-0.268185992
YBR048W	RPS11B	structural constituent of ribosome	FALSE	0.100241603	-0.088385728	0.026410038	0.060704902	-0.002925987	-0.023008804	0.008271663	-0.176179297	-0.05917104	-0.32209785	-0.117605782	-0.23527529	0.080273016	-0.123992605	-0.389326724	0.325816755	-0.026751829	0.144935578
YBR049C	REB1|GRF2	RNA polymerase II transcription factor activity*	TRUE	0.048916949	0.649082363	0.240430234	0.011139596	0.463021638	0.352412114	-0.261761352	0.15119236	-0.547507707	-1.124609083	-0.296113394	0.00337614	-0.550871725	-0.538712055	-1.384235172	0.4494609	-0.494114296	0.034073331
YBR050C	REG2	protein phosphatase type 1 regulator activity	TRUE	-0.096569929	-0.811258772	0.147675044	-0.569999191	-1.075463437	0.211108172	-1.18950405	-2.631414364	-0.49813954	-0.881054361	-1.834895851	0.009247033	0.142008572	-1.023194481	0.789722604	0.191178209	0.275666988	0.484591783
YBR051W	YBR051W	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037422741	0.661561264	0.997082339
YBR052C	YBR052C	molecular function unknown	FALSE	0.10350817	0.738554659	0.311653243	-0.772255478	-0.151243215	0.754054517	-0.253789845	0.606306703	-0.600537236	0.176805443	0.784536967	0.043925789	0.405843478	0.830881513	0.404983889	0.374250012	0.008705904	-0.247222184
YBR053C	YBR053C	molecular function unknown	FALSE	-0.105922934	0.120011655	0.242403953	-0.80849767	-1.02845877	1.071410954	0.194990157	0.814001842	-0.367526208	1.150264357	1.122631312	1.174549814	1.395782148	1.100983174	0.99845527	-0.528502298	0.182933591	-0.489714178
YBR054W	YRO2	molecular function unknown	FALSE	0.132177054	1.262845652	0.146574143	-1.380762705	-0.716001111	2.508310503	1.632905831	2.60546895	0.115768517	1.066210112	0.957597579	0.782063966	1.03191329	1.732256991	0.884806664	-3.562045327	-2.079982042	-0.614656957
YBR055C	PRP6|RNA6|TSM7269	"RNA splicing factor activity, transesterification mechanism"	FALSE	-0.024183519	1.051132879	0.104121505	0.540076402	2.274321397	-0.023803754	0.054076614	1.947922604	-0.012556372	-0.351556618	0.585810854	0.145074546	-0.431637608	0.549191206	-0.74208777	-0.37041615	-0.414546824	-0.231745405
YBR056W	YBR056W	molecular function unknown	FALSE	0.114045428	3.022248263	0.327238237	-1.168938502	1.009453015	1.092162566	-0.375695584	3.726271571	-0.758736789	0.880525659	2.913875079	0.765851443	0.491037142	3.090509404	0.857948099	-0.465223999	-0.548985825	-0.268733055
YBR056W-A	YBR056W-A	molecular function unknown	FALSE	-0.327853556	0.084655175	-0.554131385	-1.242883489	-2.005494073	0.952076625	0.547150868	2.057433401	0.072462371	1.03252431	1.245941827	-0.326401889	0.569760642	1.373154335	0.807662436	0	0	0
YBR057C	MUM2|SPOT8	molecular function unknown	FALSE	0.416828094	-0.643105211	0.118267571	0.36143974	-0.031805161	-0.26927382	-0.913711532	-0.96372026	-0.15692784	-0.737641356	-0.950284777	-0.224109385	-0.845940346	-0.882555527	-1.23142924	-0.650055562	-0.51321632	-0.093222127
YBR058C	UBP14|GID6	ubiquitin-specific protease activity	FALSE	-0.061755639	-0.099050704	0.158177242	0.487837857	0.642864999	0.173771135	0.257019973	-0.140789922	-0.077060481	-0.447767227	-0.410374793	0.040154285	0.14389422	-0.663917294	-0.424012183	-0.442775562	-0.163358225	-0.11581831
YBR058C-A	TSC3	enzyme activator activity	FALSE	0.160013547	0.939871459	0.074238975	-0.445172784	-0.209482835	0.202577184	-0.163137262	2.728965146	-0.352329458	0.281024784	1.335644007	-0.844981333	-1.068057064	1.200032991	-0.532981862	0	0	0
YBR059C	AKL1	protein kinase activity	FALSE	0.152031346	-0.122850235	0.36350211	0.802982156	0.772744421	0.760341232	0.845413052	-0.422473829	-0.163395083	0.682178991	0.404692799	0.752180264	1.188687408	0.324816552	0.929387181	-0.300938864	0.419227703	-0.521092546
YBR060C	ORC2|RRR1|SIR5	DNA replication origin binding	FALSE	0.390118969	0.510562309	-0.118380676	0.742409058	0.838616454	-0.204925845	0.184704489	0.861449538	-0.031315406	-0.514538615	0.136103868	0.047560409	-0.407848973	-0.076989572	-0.387759425	-0.004700052	-0.148967764	-0.170707465
YBR061C	TRM7	tRNA methyltransferase activity	FALSE	-0.021899897	-0.821766326	-0.040697043	0.381271819	-0.348521079	0.021823737	0.253379595	-0.365848784	-0.098401463	-1.070443626	-0.776431856	-0.886372401	-0.332772631	-0.900689595	-1.347285183	-0.271816815	-0.45835778	-0.287624541
YBR062C	YBR062C	molecular function unknown	FALSE	-0.041845718	0.378414494	0.030578962	-0.16179299	-0.464522374	1.018271871	-0.370458937	1.406780201	-0.41326602	0.496250653	0.183305287	-0.556159388	-0.106526649	0.347228821	-0.022333323	-0.717162287	-1.3793662	-0.790163436
YBR063C	YBR063C	molecular function unknown	FALSE	-0.093156385	0.9217903	0.06540373	0.445050478	1.852888177	0.120440573	0.362867589	2.085064476	-0.146722341	-0.52214346	-0.023089337	-0.719938268	-0.509296156	0.103135439	-1.21554143	-0.296365456	-0.702961856	-0.073171591
YBR064W	YBR064W	unknown	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.086670743	0.278437022	0.546205718
YBR065C	ECM2|SLT11	molecular function unknown	FALSE	-0.097791158	0.236890516	-0.113667492	0.573269352	1.115667421	0.191532587	0.666472322	1.184341904	-0.202826349	-0.383034311	-0.240750274	-1.189408508	-0.30293786	0.204819663	-1.289359665	-0.022930812	-0.023209981	0.088861152
YBR066C	NRG2	transcriptional repressor activity	TRUE	0.429432138	-0.37102256	0.510049054	1.057435006	0.254282291	1.360544587	0.605382865	-0.105342034	-0.202720247	2.515470251	1.190100537	0.402445426	2.166366938	1.100452471	1.24489783	0.302898835	0.485607968	0.038711489
YBR067C	TIP1	structural constituent of cell wall*	FALSE	0.414458709	0.075327292	0.300897964	0.561628615	0.156265756	0.135780405	0.356357819	-0.17786977	0.382631832	0.480266328	0.103849049	0.635307703	0.594935042	0.111778263	0.548339473	0.120265513	0.550835107	0.396672262
YBR068C	BAP2	amino acid transporter activity	FALSE	-0.151517895	0.079884835	-0.106391473	-0.725343787	-0.359785118	0.100557727	0.338110774	0.486118897	-0.178439516	0.571816445	0.716963396	-0.308787903	0.409299541	0.83104227	-0.630694749	0.494785726	-0.074798707	-0.209454345
YBR069C	TAT1|VAP1	amino acid transporter activity	FALSE	-0.132391948	0.355954194	-0.361680382	0.339956244	0.853192314	-0.488466528	0.034384315	-0.222171646	0.102897104	-0.664138051	-0.226089619	-1.069026314	-0.087946449	-0.543375622	-1.648021809	0.4212862	0.605118194	0.204377729
YBR070C	YBR070C	"transferase activity, transferring glycosyl groups*"	FALSE	-0.252329634	0.629047301	-0.115659197	-1.202679589	-0.226025133	0.352553555	-0.001142717	2.066376408	-0.260876685	-0.229156008	0.145780611	-0.454364952	-1.184646714	-0.173387504	-0.945479097	-0.099924061	-0.570794358	-0.05023607
YBR071W	YBR071W	molecular function unknown	FALSE	-0.208254186	0.55645455	0.108884178	-0.411659453	-0.668691387	1.36105767	0.459318518	0.625799905	0.080420835	1.135354575	1.602316371	0.131411653	1.026856693	1.139171636	0.476808607	-0.574333242	0.238198393	0.337430336
